year,area
2001.0,7.5129
2002.0,0.4679
2003.0,2.4151000000000002
2004.0,1.4386
2005.0,1.9537
2006.0,25.528200000000012
2007.0,4.1075
2008.0,62.51249999999996
2009.0,4.109170000000001
2010.0,8.323050000000004
2011.0,9.435999999999996
2012.0,92.5581800000001
2013.0,99.69725000000021
2014.0,128.124481558
2015.0,99.38329999999996
2016.0,89.22179999999992
2017.0,144.75179999999992
2018.0,120.35137352999999
2019.0,109.22270000000022
2020.0,117.20980000000002
